SEZ2011,AGG_COUNT,price
"480170060001","3",2681.000000000000000
"480170060004","2",58.000000000000000
"480170060005","1",114.000000000000000
"480170060011","4",233.750000000000000
"480170060014","1",65.000000000000000
"480170060031","1",80.000000000000000
"480170060033","1",130.000000000000000
"480170060037","1",120.000000000000000
"480170060039","2",65.000000000000000
"480170060044","2",149.000000000000000
"480170060049","1",344.000000000000000
"480170060053","1",98.000000000000000
"480170060058","2",887.500000000000000
"480170060059","13",161.461538461538453
"480170060061","4",57.500000000000000
"480170060062","2",95.500000000000000
"480170060068","1",548.000000000000000
"480170060070","6",75.333333333333329
"480170060071","4",191.500000000000000
"480170060073","1",151.000000000000000
"480170060074","1",65.000000000000000
"480170060079","3",54.333333333333336
"480170060082","4",63.750000000000000
"480170060084","1",98.000000000000000
"480170060085","5",102.799999999999997
"480170060086","2",70.000000000000000
"480170060087","1",135.000000000000000
"480170060093","2",132.000000000000000
"480170060094","4",109.500000000000000
"480170060095","3",75.000000000000000
"480170060096","5",64.599999999999994
"480170060098","3",1489.000000000000000
"480170060099","7",61.428571428571431
"480170060100","4",68.250000000000000
"480170060102","2",75.000000000000000
"480170060106","8",100.000000000000000
"480170060110","2",139.500000000000000
"480170060115","5",128.800000000000011
"480170060118","1",321.000000000000000
"480170060122","1",200.000000000000000
"480170060123","5",162.800000000000011
"480170060124","3",83.333333333333329
"480170060126","1",52.000000000000000
"480170060127","4",44.750000000000000
"480170060128","1",90.000000000000000
"480170060132","4",252.500000000000000
"480170060133","1",50.000000000000000
"480170060134","2",92.000000000000000
"480170060137","1",94.000000000000000
"480170060139","1",350.000000000000000
"480170060140","11",73.181818181818187
"480170060142","10",102.799999999999997
"480170060144","1",50.000000000000000
"480170060150","2",50.000000000000000
"480170060151","1",35.000000000000000
"480170060152","23",86.304347826086953
"480170060153","3",104.333333333333329
"480170060154","5",114.599999999999994
"480170060156","1",65.000000000000000
"480170060157","2",93.000000000000000
"480170060161","3",243.333333333333343
"480170060162","7",684.571428571428555
"480170060163","4",131.000000000000000
"480170060164","1",129.000000000000000
"480170060165","8",194.750000000000000
"480170060166","1",200.000000000000000
"480170060168","1",2480.000000000000000
"480170060169","1",79.000000000000000
"480170060171","12",75.750000000000000
"480170060172","1",43.000000000000000
"480170060175","5",103.200000000000003
"480170060176","4",46.500000000000000
"480170060177","1",40.000000000000000
"480170060178","2",119.500000000000000
"480170060179","1",99.000000000000000
"480170060182","12",74.916666666666671
"480170060183","1",224.000000000000000
"480170060184","5",184.599999999999994
"480170060187","1",76.000000000000000
"480170060189","4",109.500000000000000
"480170060193","2",85.000000000000000
"480170060194","2",57.000000000000000
"480170060198","1",99.000000000000000
"480170060199","9",60.888888888888886
"480170060200","1",60.000000000000000
"480170060202","1",250.000000000000000
"480170060204","19",117.421052631578945
"480170060206","1",39.000000000000000
"480170060208","3",219.333333333333343
"480170060210","3",56.333333333333336
"480170060212","1",35.000000000000000
"480170060214","6",58.166666666666664
"480170060216","2",34.500000000000000
"480170060217","2",48.500000000000000
"480170060218","6",859.000000000000000
"480170060219","1",56.000000000000000
"480170060221","2",77.000000000000000
"480170060222","1",144.000000000000000
"480170060225","4",38.000000000000000
"480170060227","2",47.000000000000000
"480170060228","1",79.000000000000000
"480170060229","1",50.000000000000000
"480170060230","3",71.666666666666671
"480170060233","3",52.000000000000000
"480170060234","8",61.000000000000000
"480170060236","2",57.000000000000000
"480170060237","11",151.272727272727280
"480170060238","1",71.000000000000000
"480170060239","6",159.333333333333343
"480170060241","16",88.875000000000000
"480170060243","1",86.000000000000000
"480170060244","2",43.000000000000000
"480170060247","1",137.000000000000000
"480170060248","3",78.666666666666671
"480170060251","3",60.333333333333336
"480170060252","1",61.000000000000000
"480170060257","2",40.500000000000000
"480170060258","1",145.000000000000000
"480170060259","5",157.800000000000011
"480170060262","3",50.000000000000000
"480170060263","5",111.799999999999997
"480170060268","10",104.299999999999997
"480170060269","4",74.000000000000000
"480170060270","2",75.000000000000000
"480170060271","4",65.250000000000000
"480170060272","2",42.500000000000000
"480170060273","8",102.125000000000000
"480170060274","2",41.500000000000000
"480170060277","2",79.000000000000000
"480170060278","3",52.000000000000000
"480170060279","6",59.833333333333336
"480170060280","2",54.500000000000000
"480170060281","1",45.000000000000000
"480170060282","10",66.299999999999997
"480170060283","1",66.000000000000000
"480170060284","6",78.666666666666671
"480170060286","1",88.000000000000000
"480170060287","46",109.217391304347828
"480170060289","30",95.866666666666660
"480170060290","2",53.000000000000000
"480170060291","19",148.157894736842110
"480170060292","29",94.862068965517238
"480170060293","67",111.313432835820890
"480170060294","10",58.600000000000001
"480170060296","5",51.000000000000000
"480170060299","2",61.500000000000000
"480170060300","2",47.500000000000000
"480170060301","11",88.454545454545453
"480170060302","2",64.000000000000000
"480170060306","1",50.000000000000000
"480170060307","4",74.500000000000000
"480170060308","17",75.470588235294116
"480170060309","8",52.125000000000000
"480170060310","6",70.333333333333329
"480170060313","5",56.399999999999999
"480170060314","3",55.000000000000000
"480170060315","2",210.000000000000000
"480170060316","1",75.000000000000000
"480170060317","9",111.555555555555557
"480170060318","1",40.000000000000000
"480170060320","1",120.000000000000000
"480170060323","2",2012.000000000000000
"480170060324","2",1479.500000000000000
"480170060328","2",44.000000000000000
"480170060329","3",103.666666666666671
"480170060332","1",70.000000000000000
"480170060333","1",49.000000000000000
"480170060335","2",81.500000000000000
"480170060336","2",90.500000000000000
"480170060337","6",265.000000000000000
"480170060339","12",113.166666666666671
"480170060340","7",122.571428571428569
"480170060341","4",109.750000000000000
"480170060342","2",70.000000000000000
"480170060343","9",47.333333333333336
"480170060348","1",40.000000000000000
"480170060349","2",31.500000000000000
"480170060350","1",57.000000000000000
"480170060353","4",256.250000000000000
"480170060357","9",62.777777777777779
"480170060358","2",66.000000000000000
"480170060360","12",65.166666666666671
"480170060361","17",107.352941176470594
"480170060362","36",121.000000000000000
"480170060364","2",44.000000000000000
"480170060366","7",127.142857142857139
"480170060367","13",87.769230769230774
"480170060368","8",88.500000000000000
"480170060369","13",83.846153846153840
"480170060370","2",57.000000000000000
"480170060371","11",79.000000000000000
"480170060372","2",88.000000000000000
"480170060374","15",79.866666666666660
"480170060376","1",70.000000000000000
"480170060379","2",94.000000000000000
"480170060381","52",103.750000000000000
"480170060382","12",89.583333333333329
"480170060383","9",92.333333333333329
"480170060384","17",89.294117647058826
"480170060385","1",130.000000000000000
"480170060388","1",35.000000000000000
"480170060389","1",57.000000000000000
"480170060390","6",119.666666666666671
"480170060391","2",49.000000000000000
"480170060392","2",40.000000000000000
"480170060393","24",85.083333333333329
"480170060394","7",81.571428571428569
"480170060395","1",50.000000000000000
"480170060397","2",50.000000000000000
"480170060402","7",75.714285714285708
"480170060403","25",178.120000000000005
"480170060406","5",75.000000000000000
"480170060407","4",82.000000000000000
"480170060408","16",87.937500000000000
"480170060409","45",261.044444444444423
"480170060410","11",93.000000000000000
"480170060412","19",135.842105263157890
"480170060415","2",52.500000000000000
"480170060416","7",95.714285714285708
"480170060418","5",88.000000000000000
"480170060419","5",71.200000000000003
"480170060420","3",60.666666666666664
"480170060421","25",125.000000000000000
"480170060422","2",159.000000000000000
"480170060425","36",110.166666666666671
"480170060428","4",51.750000000000000
"480170060430","1",76.000000000000000
"480170060431","14",132.785714285714278
"480170060432","6",111.166666666666671
"480170060433","21",131.571428571428584
"480170060434","9",80.666666666666671
"480170060435","29",112.827586206896555
"480170060436","227",164.013215859030851
"480170060437","9",122.666666666666671
"480170060440","4",67.250000000000000
"480170060443","1",129.000000000000000
"480170060444","19",115.368421052631575
"480170060446","3",44.666666666666664
"480170060448","34",96.500000000000000
"480170060449","3",70.000000000000000
"480170060450","15",144.733333333333320
"480170060452","4",153.250000000000000
"480170060453","1",87.000000000000000
"480170060455","7",100.714285714285708
"480170060456","14",193.571428571428584
"480170060458","1",63.000000000000000
"480170060459","1",46.000000000000000
"480170060460","64",104.281250000000000
"480170060461","1",33.000000000000000
"480170060464","2",43.000000000000000
"480170060465","1",60.000000000000000
"480170060466","9",103.777777777777771
"480170060469","1",80.000000000000000
"480170060470","2",58.500000000000000
"480170060471","4",35.250000000000000
"480170060472","10",128.800000000000011
"480170060473","5",68.799999999999997
"480170060474","11",83.363636363636360
"480170060475","34",225.529411764705884
"480170060476","2",117.500000000000000
"480170060477","27",126.703703703703709
"480170060478","2",94.000000000000000
"480170060479","18",199.111111111111114
"480170060480","21",147.047619047619037
"480170060482","2",115.000000000000000
"480170060485","3",67.333333333333329
"480170060488","3",45.333333333333336
"480170060489","6",112.833333333333329
"480170060490","1",19.000000000000000
"480170060491","11",110.636363636363640
"480170060492","22",512.272727272727252
"480170060493","20",108.500000000000000
"480170060495","1",40.000000000000000
"480170060497","2",39.000000000000000
"480170060499","19",100.526315789473685
"480170060501","5",99.799999999999997
"480170060502","1",70.000000000000000
"480170060504","1",30.000000000000000
"480170060505","3",81.666666666666671
"480170060506","9",105.222222222222229
"480170060507","2",45.000000000000000
"480170060509","26",146.769230769230774
"480170060510","49",87.530612244897952
"480170060512","4",89.750000000000000
"480170060513","13",110.846153846153840
"480170060514","1",70.000000000000000
"480170060515","3",53.333333333333336
"480170060516","3",68.000000000000000
"480170060517","3",173.666666666666657
"480170060518","1",82.000000000000000
"480170060521","10",113.099999999999994
"480170060522","34",75.970588235294116
"480170060523","6",85.166666666666671
"480170060524","17",67.000000000000000
"480170060525","2",69.500000000000000
"480170060526","54",107.629629629629633
"480170060527","2",65.000000000000000
"480170060528","1",83.000000000000000
"480170060529","19",97.842105263157890
"480170060530","7",137.571428571428584
"480170060531","6",77.666666666666671
"480170060533","29",137.724137931034477
"480170060534","3",54.666666666666664
"480170060535","9",120.222222222222229
"480170060536","9",64.888888888888886
"480170060538","8",136.375000000000000
"480170060539","4",85.750000000000000
"480170060540","1",70.000000000000000
"480170060541","1",57.000000000000000
"480170060542","20",117.450000000000003
"480170060543","1",60.000000000000000
"480170060544","7",74.000000000000000
"480170060545","14",161.285714285714278
"480170060546","1",34.000000000000000
"480170060547","15",404.800000000000011
"480170060548","2",93.000000000000000
"480170060551","22",116.045454545454547
"480170060554","9",149.888888888888886
"480170060555","4",43.500000000000000
"480170060557","19",78.894736842105260
"480170060558","8",83.875000000000000
"480170060559","70",143.085714285714289
"480170060560","14",84.142857142857139
"480170060561","5",59.799999999999997
"480170060563","10",70.900000000000006
"480170060564","2",26.000000000000000
"480170060565","24",96.416666666666671
"480170060566","15",134.933333333333337
"480170060568","2",61.500000000000000
"480170060570","16",110.062500000000000
"480170060571","19",88.368421052631575
"480170060573","12",93.500000000000000
"480170060574","53",149.679245283018872
"480170060576","7",784.571428571428555
"480170060577","43",270.465116279069775
"480170060578","2",65.500000000000000
"480170060580","2",52.500000000000000
"480170060581","25",141.360000000000014
"480170060582","3",78.333333333333329
"480170060583","9",168.444444444444457
"480170060584","19",123.315789473684205
"480170060585","4",108.750000000000000
"480170060586","14",112.714285714285708
"480170060588","19",90.947368421052630
"480170060589","32",297.406250000000000
"480170060590","13",54.461538461538460
"480170060591","14",86.000000000000000
"480170060592","8",96.250000000000000
"480170060593","26",101.807692307692307
"480170060594","2",106.000000000000000
"480170060595","11",1017.090909090909122
"480170060597","19",113.263157894736835
"480170060598","1",65.000000000000000
"480170060599","23",116.956521739130437
"480170060600","1",29.000000000000000
"480170060601","6",106.666666666666671
"480170060602","2",100.000000000000000
"480170060603","20",103.450000000000003
"480170060604","2",89.500000000000000
"480170060605","20",236.150000000000006
"480170060606","56",88.803571428571431
"480170060607","8",203.375000000000000
"480170060608","16",151.812500000000000
"480170060609","13",132.538461538461547
"480170060612","5",84.000000000000000
"480170060613","4",139.750000000000000
"480170060614","15",79.933333333333337
"480170060615","2",61.500000000000000
"480170060616","4",60.000000000000000
"480170060617","14",114.357142857142861
"480170060619","17",100.529411764705884
"480170060620","3",64.333333333333329
"480170060621","6",1062.833333333333258
"480170060622","27",133.518518518518505
"480170060623","14",111.785714285714292
"480170060624","2",50.500000000000000
"480170060625","11",91.000000000000000
"480170060626","25",102.280000000000001
"480170060628","20",122.250000000000000
"480170060629","20",92.400000000000006
"480170060630","12",120.166666666666671
"480170060631","10",78.400000000000006
"480170060632","12",68.500000000000000
"480170060633","2",36.000000000000000
"480170060634","2",71.500000000000000
"480170060635","2",47.500000000000000
"480170060636","4",195.000000000000000
"480170060639","4",90.250000000000000
"480170060640","5",146.599999999999994
"480170060641","12",150.000000000000000
"480170060642","31",185.032258064516128
"480170060643","22",126.818181818181813
"480170060644","13",150.230769230769226
"480170060645","4",165.750000000000000
"480170060646","3",93.333333333333329
"480170060647","6",64.500000000000000
"480170060648","13",122.461538461538467
"480170060649","5",51.200000000000003
"480170060650","33",114.757575757575751
"480170060652","17",109.176470588235290
"480170060653","19",153.578947368421041
"480170060654","17",93.058823529411768
"480170060655","13",86.000000000000000
"480170060656","1",63.000000000000000
"480170060659","11",66.272727272727266
"480170060660","12",153.333333333333343
"480170060661","1",22.000000000000000
"480170060662","11",171.909090909090907
"480170060663","5",104.599999999999994
"480170060664","5",119.799999999999997
"480170060665","6",111.166666666666671
"480170060666","6",81.166666666666671
"480170060667","9",87.111111111111114
"480170060668","11",143.636363636363626
"480170060669","9",105.222222222222229
"480170060671","30",123.633333333333340
"480170060673","15",102.266666666666666
"480170060674","15",91.733333333333334
"480170060675","4",60.250000000000000
"480170060676","1",440.000000000000000
"480170060677","2",51.500000000000000
"480170060678","2",55.000000000000000
"480170060681","2",59.000000000000000
"480170060682","29",162.586206896551715
"480170060683","17",87.705882352941174
"480170060684","2",105.000000000000000
"480170060685","15",62.000000000000000
"480170060686","4",88.500000000000000
"480170060687","6",72.000000000000000
"480170060689","3",168.000000000000000
"480170060690","2",92.500000000000000
"480170060691","3",105.333333333333329
"480170060692","4",131.250000000000000
"480170060693","16",135.375000000000000
"480170060694","13",98.769230769230774
"480170060695","2",85.500000000000000
"480170060699","3",39.333333333333336
"480170060700","18",98.166666666666671
"480170060701","11",146.000000000000000
"480170060702","8",96.000000000000000
"480170060703","6",147.833333333333343
"480170060704","3",85.000000000000000
"480170060705","8",158.875000000000000
"480170060706","11",122.272727272727266
"480170060707","11",105.272727272727266
"480170060709","10",107.799999999999997
"480170060710","8",69.375000000000000
"480170060711","20",236.099999999999994
"480170060712","1",53.000000000000000
"480170060713","12",75.666666666666671
"480170060714","3",170.666666666666657
"480170060715","13",154.384615384615387
"480170060717","6",55.833333333333336
"480170060718","3",180.666666666666657
"480170060719","2",56.000000000000000
"480170060720","6",85.833333333333329
"480170060721","9",250.000000000000000
"480170060722","1",110.000000000000000
"480170060724","6",87.000000000000000
"480170060725","5",171.199999999999989
"480170060726","1",70.000000000000000
"480170060727","1",65.000000000000000
"480170060728","1",47.000000000000000
"480170060730","9",78.777777777777771
"480170060731","12",88.083333333333329
"480170060732","4",65.750000000000000
"480170060733","1",37.000000000000000
"480170060734","28",191.178571428571416
"480170060735","12",104.833333333333329
"480170060738","5",203.599999999999994
"480170060740","9",130.111111111111114
"480170060741","9",122.777777777777771
"480170060743","8",155.500000000000000
"480170060746","15",126.733333333333334
"480170060747","22",159.818181818181813
"480170060748","8",193.125000000000000
"480170060750","9",137.000000000000000
"480170060751","2",129.500000000000000
"480170060752","7",100.857142857142861
"480170060753","11",110.363636363636360
"480170060754","22",114.681818181818187
"480170060755","16",140.750000000000000
"480170060756","15",155.800000000000011
"480170060757","10",98.700000000000003
"480170060758","12",79.833333333333329
"480170060759","2",47.000000000000000
"480170060760","13",94.384615384615387
"480170060761","6",71.000000000000000
"480170060762","2",42.500000000000000
"480170060763","45",101.777777777777771
"480170060764","3",82.000000000000000
"480170060765","1",38.000000000000000
"480170060766","2",78.000000000000000
"480170060767","6",136.166666666666657
"480170060768","8",42.500000000000000
"480170060771","11",78.909090909090907
"480170060772","4",80.250000000000000
"480170060774","2",75.000000000000000
"480170060775","2",96.000000000000000
"480170060777","9",231.333333333333343
"480170060779","7",72.428571428571431
"480170060781","19",71.315789473684205
"480170060782","20",198.849999999999994
"480170060783","3",78.000000000000000
"480170060784","1",200.000000000000000
"480170060785","7",100.142857142857139
"480170060787","15",113.533333333333331
"480170060789","8",149.500000000000000
"480170060790","4",195.750000000000000
"480170060791","15",149.266666666666680
"480170060793","4",288.250000000000000
"480170060795","5",86.200000000000003
"480170060796","7",246.714285714285722
"480170060798","24",106.708333333333329
"480170060799","17",281.882352941176464
"480170060800","13",101.307692307692307
"480170060801","1",57.000000000000000
"480170060802","3",48.666666666666664
"480170060803","8",291.875000000000000
"480170060804","46",90.282608695652172
"480170060807","1",55.000000000000000
"480170060809","4",113.500000000000000
"480170060810","12",91.166666666666671
"480170060812","20",112.099999999999994
"480170060815","29",104.620689655172413
"480170060816","2",65.500000000000000
"480170060817","12",62.750000000000000
"480170060818","79",128.481012658227854
"480170060819","4",59.000000000000000
"480170060820","1",41.000000000000000
"480170060821","1",99.000000000000000
"480170060822","12",109.000000000000000
"480170060823","2",102.500000000000000
"480170060824","2",98.500000000000000
"480170060825","15",100.733333333333334
"480170060826","2",63.500000000000000
"480170060827","1",163.000000000000000
"480170060828","3",80.000000000000000
"480170060829","11",152.636363636363626
"480170060830","1",45.000000000000000
"480170060831","1",21.000000000000000
"480170060833","7",235.000000000000000
"480170060835","6",102.666666666666671
"480170060836","15",100.666666666666671
"480170060837","2",116.000000000000000
"480170060838","19",517.000000000000000
"480170060839","9",64.777777777777771
"480170060840","4",117.500000000000000
"480170060841","6",74.000000000000000
"480170060842","33",130.848484848484844
"480170060843","6",122.000000000000000
"480170060844","15",146.733333333333320
"480170060845","1",108.000000000000000
"480170060846","19",120.789473684210520
"480170060847","32",86.156250000000000
"480170060848","1",65.000000000000000
"480170060850","2",50.000000000000000
"480170060851","7",113.857142857142861
"480170060852","1",165.000000000000000
"480170060855","9",129.000000000000000
"480170060858","1",139.000000000000000
"480170060859","1",53.000000000000000
"480170060861","16",95.687500000000000
"480170060862","1",70.000000000000000
"480170060863","1",39.000000000000000
"480170060864","9",55.777777777777779
"480170060865","22",77.909090909090907
"480170060866","10",86.099999999999994
"480170060867","18",139.944444444444457
"480170060870","3",44.666666666666664
"480170060873","4",807.000000000000000
"480170060874","25",145.479999999999990
"480170060877","6",172.500000000000000
"480170060878","1",70.000000000000000
"480170060879","11",243.909090909090907
"480170060881","5",148.400000000000006
"480170060883","11",117.090909090909093
"480170060884","5",81.799999999999997
"480170060886","15",195.333333333333343
"480170060887","5",92.400000000000006
"480170060888","18",101.166666666666671
"480170060890","1",150.000000000000000
"480170060891","1",56.000000000000000
"480170060892","1",14.000000000000000
"480170060895","22",152.909090909090907
"480170060896","2",69.500000000000000
"480170060897","32",106.687500000000000
"480170060899","1",69.000000000000000
"480170060902","12",79.166666666666671
"480170060906","4",64.750000000000000
"480170060907","5",55.600000000000001
"480170060908","3",65.333333333333329
"480170060910","4",85.000000000000000
"480170060911","3",141.333333333333343
"480170060912","1",48.000000000000000
"480170060915","2",55.500000000000000
"480170060916","76",105.763157894736835
"480170060917","5",158.800000000000011
"480170060918","25",113.799999999999997
"480170060919","37",107.567567567567565
"480170060920","2",132.000000000000000
"480170060921","2",54.500000000000000
"480170060922","1",200.000000000000000
"480170060924","12",116.416666666666671
"480170060927","1",69.000000000000000
"480170060928","5",87.599999999999994
"480170060930","20",125.599999999999994
"480170060931","7",49.714285714285715
"480170060932","2",36.000000000000000
"480170060933","2",67.500000000000000
"480170060934","48",100.583333333333329
"480170060935","6",1587.000000000000000
"480170060936","7",129.285714285714278
"480170060937","13",79.307692307692307
"480170060938","2",76.000000000000000
"480170060940","1",65.000000000000000
"480170060943","24",92.750000000000000
"480170060944","2",44.000000000000000
"480170060945","9",115.888888888888886
"480170060947","36",103.500000000000000
"480170060948","12",800.083333333333371
"480170060949","8",51.500000000000000
"480170060950","4",84.500000000000000
"480170060952","3",76.333333333333329
"480170060953","3",55.000000000000000
"480170060954","1",150.000000000000000
"480170060955","2",61.000000000000000
"480170060957","8",70.750000000000000
"480170060958","3",49.333333333333336
"480170060960","3",151.333333333333343
"480170060961","29",87.000000000000000
"480170060963","2",30.000000000000000
"480170060964","3",80.333333333333329
"480170060966","30",107.033333333333331
"480170060967","5",75.799999999999997
"480170060969","36",118.500000000000000
"480170060971","8",109.250000000000000
"480170060973","11",93.636363636363640
"480170060974","3",47.000000000000000
"480170060975","1",35.000000000000000
"480170060976","1",74.000000000000000
"480170060977","1",75.000000000000000
"480170060979","2",72.500000000000000
"480170060983","2",180.500000000000000
"480170060984","39",129.000000000000000
"480170060985","3",55.666666666666664
"480170060986","8",91.875000000000000
"480170060988","4",58.250000000000000
"480170060990","1",77.000000000000000
"480170060991","1",76.000000000000000
"480170060992","23",141.913043478260875
"480170060994","2",32.000000000000000
"480170060995","90",240.233333333333320
"480170060996","3",133.333333333333343
"480170060998","1",110.000000000000000
"480170060999","4",53.250000000000000
"480170061000","1",25.000000000000000
"480170061001","5",60.799999999999997
"480170061002","34",108.382352941176464
"480170061003","2",166.500000000000000
"480170061004","20",131.400000000000006
"480170061005","5",90.599999999999994
"480170061006","1",31.000000000000000
